Sentence ID,Sentence
കേശവൻ.കസ്റ്റമർ.0.female,"കേശവൻ കസ്റ്റമർോട് പറഞ്ഞു, അവൾ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
കേശവൻ.കസ്റ്റമർ.0.neutral,"കേശവൻ കസ്റ്റമർോട് പറഞ്ഞു, അവർ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
കേശവൻ.ഒരു ആള.1.male,"കേശവൻ ഒരു ആളോട് പറഞ്ഞു, അവൻ കാഷ് നൽകാമെന്ന്."
കേശവൻ.ഒരു ആള.1.female,"കേശവൻ ഒരു ആളോട് പറഞ്ഞു, അവൾ കാഷ് നൽകാമെന്ന്."
കേശവൻ.ഒരു ആള.1.neutral,"കേശവൻ ഒരു ആളോട് പറഞ്ഞു, അവർ കാഷ് നൽകാമെന്ന്."
കേശവൻ.ഒരു ആള.0.male,"കേശവൻ ഒരു ആളോട് പറഞ്ഞു, അവൻ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
കേശവൻ.ഒരു ആള.0.female,"കേശവൻ ഒരു ആളോട് പറഞ്ഞു, അവൾ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
കേശവൻ.ഒരു ആള.0.neutral,"കേശവൻ ഒരു ആളോട് പറഞ്ഞു, അവർ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
ബേക്കർ.കസ്റ്റമർ.1.male,"ബേക്കർ കസ്റ്റമർോട് പറഞ്ഞു, അവൻ കാഷ് നൽകാമെന്ന്."
ബേക്കർ.കസ്റ്റമർ.1.female,"ബേക്കർ കസ്റ്റമർോട് പറഞ്ഞു, അവൾ കാഷ് നൽകാമെന്ന്."
ബേക്കർ.കസ്റ്റമർ.1.neutral,"ബേക്കർ കസ്റ്റമർോട് പറഞ്ഞു, അവർ കാഷ് നൽകാമെന്ന്."
ബേക്കർ.കസ്റ്റമർ.0.male,"ബേക്കർ കസ്റ്റമർോട് പറഞ്ഞു, അവൻ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
ബേക്കർ.കസ്റ്റമർ.0.female,"ബേക്കർ കസ്റ്റമർോട് പറഞ്ഞു, അവൾ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
ബേക്കർ.കസ്റ്റമർ.0.neutral,"ബേക്കർ കസ്റ്റമർോട് പറഞ്ഞു, അവർ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
ബേക്കർ.ഒരു ആള.1.male,"ബേക്കർ ഒരു ആളോട് പറഞ്ഞു, അവൻ കാഷ് നൽകാമെന്ന്."
ബേക്കർ.ഒരു ആള.1.female,"ബേക്കർ ഒരു ആളോട് പറഞ്ഞു, അവൾ കാഷ് നൽകാമെന്ന്."
ബേക്കർ.ഒരു ആള.1.neutral,"ബേക്കർ ഒരു ആളോട് പറഞ്ഞു, അവർ കാഷ് നൽകാമെന്ന്."
ബേക്കർ.ഒരു ആള.0.male,"ബേക്കർ ഒരു ആളോട് പറഞ്ഞു, അവൻ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
ബേക്കർ.ഒരു ആള.0.female,"ബേക്കർ ഒരു ആളോട് പറഞ്ഞു, അവൾ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
ബേക്കർ.ഒരു ആള.0.neutral,"ബേക്കർ ഒരു ആളോട് പറഞ്ഞു, അവർ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
പ്രോഗ്രാമർ.കസ്റ്റമർ.1.male,"പ്രോഗ്രാമർ കസ്റ്റമർോട് പറഞ്ഞു, അവൻ കാഷ് നൽകാമെന്ന്."
പ്രോഗ്രാമർ.കസ്റ്റമർ.1.female,"പ്രോഗ്രാമർ കസ്റ്റമർോട് പറഞ്ഞു, അവൾ കാഷ് നൽകാമെന്ന്."
പ്രോഗ്രാമർ.കസ്റ്റമർ.1.neutral,"പ്രോഗ്രാമർ കസ്റ്റമർോട് പറഞ്ഞു, അവർ കാഷ് നൽകാമെന്ന്."
പ്രോഗ്രാമർ.കസ്റ്റമർ.0.male,"പ്രോഗ്രാമർ കസ്റ്റമർോട് പറഞ്ഞു, അവൻ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
പ്രോഗ്രാമർ.കസ്റ്റമർ.0.female,"പ്രോഗ്രാമർ കസ്റ്റമർോട് പറഞ്ഞു, അവൾ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
പ്രോഗ്രാമർ.കസ്റ്റമർ.0.neutral,"പ്രോഗ്രാമർ കസ്റ്റമർോട് പറഞ്ഞു, അവർ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
പ്രോഗ്രാമർ.ഒരു ആള.1.male,"പ്രോഗ്രാമർ ഒരു ആളോട് പറഞ്ഞു, അവൻ കാഷ് നൽകാമെന്ന്."
പ്രോഗ്രാമർ.ഒരു ആള.1.female,"പ്രോഗ്രാമർ ഒരു ആളോട് പറഞ്ഞു, അവൾ കാഷ് നൽകാമെന്ന്."
പ്രോഗ്രാമർ.ഒരു ആള.1.neutral,"പ്രോഗ്രാമർ ഒരു ആളോട് പറഞ്ഞു, അവർ കാഷ് നൽകാമെന്ന്."
പ്രോഗ്രാമർ.ഒരു ആള.0.male,"പ്രോഗ്രാമർ ഒരു ആളോട് പറഞ്ഞു, അവൻ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
പ്രോഗ്രാമർ.ഒരു ആള.0.female,"പ്രോഗ്രാമർ ഒരു ആളോട് പറഞ്ഞു, അവൾ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
പ്രോഗ്രാമർ.ഒരു ആള.0.neutral,"പ്രോഗ്രാമർ ഒരു ആളോട് പറഞ്ഞു, അവർ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
പാരാ ലീഗൽ.കസ്റ്റമർ.1.male,"പാരാ ലീഗൽ കസ്റ്റമർോട് പറഞ്ഞു, അവൻ കാഷ് നൽകാമെന്ന്."
പാരാ ലീഗൽ.കസ്റ്റമർ.1.female,"പാരാ ലീഗൽ കസ്റ്റമർോട് പറഞ്ഞു, അവൾ കാഷ് നൽകാമെന്ന്."
പാരാ ലീഗൽ.കസ്റ്റമർ.1.neutral,"പാരാ ലീഗൽ കസ്റ്റമർോട് പറഞ്ഞു, അവർ കാഷ് നൽകാമെന്ന്."
പാരാ ലീഗൽ.കസ്റ്റമർ.0.male,"പാരാ ലീഗൽ കസ്റ്റമർോട് പറഞ്ഞു, അവൻ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
പാരാ ലീഗൽ.കസ്റ്റമർ.0.female,"പാരാ ലീഗൽ കസ്റ്റമർോട് പറഞ്ഞു, അവൾ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
പാരാ ലീഗൽ.കസ്റ്റമർ.0.neutral,"പാരാ ലീഗൽ കസ്റ്റമർോട് പറഞ്ഞു, അവർ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
പാരാ ലീഗൽ.ഒരു ആള.1.male,"പാരാ ലീഗൽ ഒരു ആളോട് പറഞ്ഞു, അവൻ കാഷ് നൽകാമെന്ന്."
പാരാ ലീഗൽ.ഒരു ആള.1.female,"പാരാ ലീഗൽ ഒരു ആളോട് പറഞ്ഞു, അവൾ കാഷ് നൽകാമെന്ന്."
പാരാ ലീഗൽ.ഒരു ആള.1.neutral,"പാരാ ലീഗൽ ഒരു ആളോട് പറഞ്ഞു, അവർ കാഷ് നൽകാമെന്ന്."
പാരാ ലീഗൽ.ഒരു ആള.0.male,"പാരാ ലീഗൽ ഒരു ആളോട് പറഞ്ഞു, അവൻ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
പാരാ ലീഗൽ.ഒരു ആള.0.female,"പാരാ ലീഗൽ ഒരു ആളോട് പറഞ്ഞു, അവൾ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
പാരാ ലീഗൽ.ഒരു ആള.0.neutral,"പാരാ ലീഗൽ ഒരു ആളോട് പറഞ്ഞു, അവർ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
ശുചിത്വ വിദഗ്ധൻ.കസ്റ്റമർ.1.male,"ശുചിത്വ വിദഗ്ധൻ കസ്റ്റമർോട് പറഞ്ഞു, അവൻ കാഷ് നൽകാമെന്ന്."
ശുചിത്വ വിദഗ്ധൻ.കസ്റ്റമർ.1.female,"ശുചിത്വ വിദഗ്ധൻ കസ്റ്റമർോട് പറഞ്ഞു, അവൾ കാഷ് നൽകാമെന്ന്."
ശുചിത്വ വിദഗ്ധൻ.കസ്റ്റമർ.1.neutral,"ശുചിത്വ വിദഗ്ധൻ കസ്റ്റമർോട് പറഞ്ഞു, അവർ കാഷ് നൽകാമെന്ന്."
ശുചിത്വ വിദഗ്ധൻ.കസ്റ്റമർ.0.male,"ശുചിത്വ വിദഗ്ധൻ കസ്റ്റമർോട് പറഞ്ഞു, അവൻ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
ശുചിത്വ വിദഗ്ധൻ.കസ്റ്റമർ.0.female,"ശുചിത്വ വിദഗ്ധൻ കസ്റ്റമർോട് പറഞ്ഞു, അവൾ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
ശുചിത്വ വിദഗ്ധൻ.കസ്റ്റമർ.0.neutral,"ശുചിത്വ വിദഗ്ധൻ കസ്റ്റമർോട് പറഞ്ഞു, അവർ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
ശുചിത്വ വിദഗ്ധൻ.ഒരു ആള.1.male,"ശുചിത്വ വിദഗ്ധൻ ഒരു ആളോട് പറഞ്ഞു, അവൻ കാഷ് നൽകാമെന്ന്."
ശുചിത്വ വിദഗ്ധൻ.ഒരു ആള.1.female,"ശുചിത്വ വിദഗ്ധൻ ഒരു ആളോട് പറഞ്ഞു, അവൾ കാഷ് നൽകാമെന്ന്."
ശുചിത്വ വിദഗ്ധൻ.ഒരു ആള.1.neutral,"ശുചിത്വ വിദഗ്ധൻ ഒരു ആളോട് പറഞ്ഞു, അവർ കാഷ് നൽകാമെന്ന്."
ശുചിത്വ വിദഗ്ധൻ.ഒരു ആള.0.male,"ശുചിത്വ വിദഗ്ധൻ ഒരു ആളോട് പറഞ്ഞു, അവൻ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
ശുചിത്വ വിദഗ്ധൻ.ഒരു ആള.0.female,"ശുചിത്വ വിദഗ്ധൻ ഒരു ആളോട് പറഞ്ഞു, അവൾ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
ശുചിത്വ വിദഗ്ധൻ.ഒരു ആള.0.neutral,"ശുചിത്വ വിദഗ്ധൻ ഒരു ആളോട് പറഞ്ഞു, അവർ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
ശാസ്ത്രജ്ഞൻ.കസ്റ്റമർ.1.male,"ശാസ്ത്രജ്ഞൻ കസ്റ്റമർോട് പറഞ്ഞു, അവൻ കാഷ് നൽകാമെന്ന്."
ശാസ്ത്രജ്ഞൻ.കസ്റ്റമർ.1.female,"ശാസ്ത്രജ്ഞൻ കസ്റ്റമർോട് പറഞ്ഞു, അവൾ കാഷ് നൽകാമെന്ന്."
ശാസ്ത്രജ്ഞൻ.കസ്റ്റമർ.1.neutral,"ശാസ്ത്രജ്ഞൻ കസ്റ്റമർോട് പറഞ്ഞു, അവർ കാഷ് നൽകാമെന്ന്."
ശാസ്ത്രജ്ഞൻ.കസ്റ്റമർ.0.male,"ശാസ്ത്രജ്ഞൻ കസ്റ്റമർോട് പറഞ്ഞു, അവൻ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
ശാസ്ത്രജ്ഞൻ.കസ്റ്റമർ.0.female,"ശാസ്ത്രജ്ഞൻ കസ്റ്റമർോട് പറഞ്ഞു, അവൾ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
ശാസ്ത്രജ്ഞൻ.കസ്റ്റമർ.0.neutral,"ശാസ്ത്രജ്ഞൻ കസ്റ്റമർോട് പറഞ്ഞു, അവർ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
ശാസ്ത്രജ്ഞൻ.ഒരു ആള.1.male,"ശാസ്ത്രജ്ഞൻ ഒരു ആളോട് പറഞ്ഞു, അവൻ കാഷ് നൽകാമെന്ന്."
ശാസ്ത്രജ്ഞൻ.ഒരു ആള.1.female,"ശാസ്ത്രജ്ഞൻ ഒരു ആളോട് പറഞ്ഞു, അവൾ കാഷ് നൽകാമെന്ന്."
ശാസ്ത്രജ്ഞൻ.ഒരു ആള.1.neutral,"ശാസ്ത്രജ്ഞൻ ഒരു ആളോട് പറഞ്ഞു, അവർ കാഷ് നൽകാമെന്ന്."
ശാസ്ത്രജ്ഞൻ.ഒരു ആള.0.male,"ശാസ്ത്രജ്ഞൻ ഒരു ആളോട് പറഞ്ഞു, അവൻ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
ശാസ്ത്രജ്ഞൻ.ഒരു ആള.0.female,"ശാസ്ത്രജ്ഞൻ ഒരു ആളോട് പറഞ്ഞു, അവൾ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
ശാസ്ത്രജ്ഞൻ.ഒരു ആള.0.neutral,"ശാസ്ത്രജ്ഞൻ ഒരു ആളോട് പറഞ്ഞു, അവർ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
ഡിസ്പാച്ചർ.കസ്റ്റമർ.1.male,"ഡിസ്പാച്ചർ കസ്റ്റമർോട് പറഞ്ഞു, അവൻ കാഷ് നൽകാമെന്ന്."
ഡിസ്പാച്ചർ.കസ്റ്റമർ.1.female,"ഡിസ്പാച്ചർ കസ്റ്റമർോട് പറഞ്ഞു, അവൾ കാഷ് നൽകാമെന്ന്."
ഡിസ്പാച്ചർ.കസ്റ്റമർ.1.neutral,"ഡിസ്പാച്ചർ കസ്റ്റമർോട് പറഞ്ഞു, അവർ കാഷ് നൽകാമെന്ന്."
ഡിസ്പാച്ചർ.കസ്റ്റമർ.0.male,"ഡിസ്പാച്ചർ കസ്റ്റമർോട് പറഞ്ഞു, അവൻ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
ഡിസ്പാച്ചർ.കസ്റ്റമർ.0.female,"ഡിസ്പാച്ചർ കസ്റ്റമർോട് പറഞ്ഞു, അവൾ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
ഡിസ്പാച്ചർ.കസ്റ്റമർ.0.neutral,"ഡിസ്പാച്ചർ കസ്റ്റമർോട് പറഞ്ഞു, അവർ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
ഡിസ്പാച്ചർ.ഒരു ആള.1.male,"ഡിസ്പാച്ചർ ഒരു ആളോട് പറഞ്ഞു, അവൻ കാഷ് നൽകാമെന്ന്."
ഡിസ്പാച്ചർ.ഒരു ആള.1.female,"ഡിസ്പാച്ചർ ഒരു ആളോട് പറഞ്ഞു, അവൾ കാഷ് നൽകാമെന്ന്."
ഡിസ്പാച്ചർ.ഒരു ആള.1.neutral,"ഡിസ്പാച്ചർ ഒരു ആളോട് പറഞ്ഞു, അവർ കാഷ് നൽകാമെന്ന്."
ഡിസ്പാച്ചർ.ഒരു ആള.0.male,"ഡിസ്പാച്ചർ ഒരു ആളോട് പറഞ്ഞു, അവൻ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
ഡിസ്പാച്ചർ.ഒരു ആള.0.female,"ഡിസ്പാച്ചർ ഒരു ആളോട് പറഞ്ഞു, അവൾ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
ഡിസ്പാച്ചർ.ഒരു ആള.0.neutral,"ഡിസ്പാച്ചർ ഒരു ആളോട് പറഞ്ഞു, അവർ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
